도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
소새울가족작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,36,15360,30,0,5.0,14,경기도 부천시 소사구 소사로170번길 84,사회복지법인 룸비니,032-348-7077,,153.0,www.bcl.go.kr,37.47329273,126.8001853,2024-04-03,3860000,경기도 부천시
시온열린작은도서관,경기도,부천시,작은도서관,짝수주 토+일+국가지정공휴일,09:00,18:00,09:00,13:00,00:00,00:00,128,21124,19,0,5.0,14,경기도 부천시 소사구 은성로 172-20,시온고등학교,032-340-0194,,290.0,www.bcl.go.kr,37.47148659,126.8051061,2024-04-03,3860000,경기도 부천시
약대신나는가족도서관,경기도,부천시,작은도서관,일+국가지정공휴일,09:00,18:00,10:00,15:00,00:00,00:00,29,16093,33,0,5.0,14,경기도 부천시 원미구 수도로 44,더봄복지사회적협동조합,032-682-5800,,105.0,www.bcl.go.kr,37.51330628,126.7713111,2024-04-03,3860000,경기도 부천시
아름드리도서관,경기도,부천시,작은도서관,일+국가지정공휴일,09:00,18:00,09:00,14:00,00:00,00:00,33,26058,7,0,5.0,14,경기도 부천시 오정구 삼작로 52,사회복지법인 대한예수회장로교총회 한국장로교복지재단,032-323-3160,,85.0,www.bcl.go.kr,37.51975033,126.7664762,2024-04-03,3860000,경기도 부천시
진말책향기작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,10407,10,0,5.0,14,경기도 부천시 원미구 장말로351번길 9,지역사회교육 사회적협동조합,032-661-8366,,141.96,www.bcl.go.kr,37.49092729,126.7806083,2024-04-03,3860000,경기도 부천시
햇살이가득한작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,18961,8,0,5.0,14,경기도 부천시 원미구 부천로90번길 51,새마을문고중앙회 부천시지부,032-652-3172,,193.0,www.bcl.go.kr,37.49196139,126.7873089,2024-04-03,3860000,경기도 부천시
행복한작은도서관,경기도,부천시,작은도서관,일+국가지정공휴일,10:00,20:00,10:00,18:00,00:00,00:00,31,16643,9,312,5.0,14,경기도 부천시 오정구 상오정로 10,사단법인 일과사람,032-679-2907,,141.0,www.bcl.go.kr,37.52400682,126.785059,2024-04-03,3860000,경기도 부천시
숲속작은도서관,경기도,부천시,작은도서관,월+국가지정공휴일,11:00,20:00,09:00,17:00,09:00,17:00,30,11338,15,0,5.0,14,경기도 부천시 원미구 소향로 162,경기도 부천시청,032-625-4555,,140.09,www.bcl.go.kr,37.5006043,126.7637161,2024-04-03,3860000,경기도 부천시
상동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,15,8231,10,0,5.0,14,경기도 부천시 원미구 길주로 지하 104,경기도 부천시청,032-625-4786,,52.5,www.bcl.go.kr,37.50580985,126.753187,2024-04-03,3860000,경기도 부천시
신중동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,22,8876,10,0,5.0,14,경기도 부천시 원미구 길주로 지하 314,경기도 부천시청,032-625-4787,,100.59,www.bcl.go.kr,37.50296419,126.7764902,2024-04-03,3860000,경기도 부천시
신흥어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,79,7959,10,19,5.0,14,경기도 부천시 오정구 삼작로 109,경기도 부천시청,032-625-4691,,411.85,www.bcl.go.kr,37.52045991,126.7733416,2024-04-03,3860000,경기도 부천시
시정담벼락 작은도서관,경기도,부천시,작은도서관,연중무휴,06:00,21:00,06:00,21:00,07:00,21:00,58,18784,19,0,5.0,14,경기도 부천시 원미구 길주로 210,경기도 부천시청,032-625-4505,,589.09,www.bcl.go.kr,37.50358103,126.7653372,2024-04-03,3860000,경기도 부천시
중앙도서관,경기도,파주시,공공도서관,매월1+3+5주월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,297,212656,232,17042,7.0,14,경기도 파주시 쇠재로 33(금촌동),경기도 파주시청,031-940-5661,2030,6516.0,https://lib.paju.go.kr/jalib,37.7500196,126.7707155,2024-04-01,4060000,경기도 파주시
금촌도서관,경기도,파주시,공공도서관,매주금요일+국가지정공휴일,09:00,20:00,09:00,18:00,00:00,00:00,68,50355,47,757,7.0,14,경기도 파주시 시민회관길 40(금촌동),경기도 파주시청,031-940-4382,1388,385.0,https://lib.paju.go.kr/gclib,37.7585051,126.7800448,2024-04-01,4060000,경기도 파주시
남면도서관,경기도,양주시,공공도서관,월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,147,62991,19,1695,7.0,14,경기도 양주시 남면 개나리17길 24,경기도 양주시청,031-8082-7430,2252,789.0,https://www.libyj.go.kr/nmlib/index.do,37.89814837,126.9758804,2025-01-02,5590000,경기도 양주시
덕계도서관,경기도,양주시,공공도서관,금+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,130,85096,31,878,7.0,14,경기도 양주시 평화로1475번길 39,경기도 양주시청,031-8082-7450,1499,1370.0,https://www.libyj.go.kr/dklib/index.do,37.821659,127.046729,2025-01-02,5590000,경기도 양주시
광적도서관,경기도,양주시,공공도서관,월+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,187,50583,21,503,7.0,14,경기도 양주시 광적면 광적로42번길 5,경기도 양주시청,031-8082-7480,1021.9,957.64,https://www.libyj.go.kr/gjlib/index.do,37.82311698,126.9828766,2025-01-02,5590000,경기도 양주시
고암작은도서관,경기도,양주시,공공도서관,월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,12279,7,0,7.0,14,경기도 양주시 고암길 251-1 1층,경기도 양주시청,031-8082-7488,13887.1,236.0,https://www.libyj.go.kr/goamlib/index.do,37.834524,127.072931,2025-01-02,5590000,경기도 양주시
전라남도교육청벌교도서관,전라남도,보성군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,18:00,09:00,17:00,09:00,17:00,284,72802,38,3607,10.0,14,전라남도 보성군 벌교읍 월곡길 13,전라남도교육청,061-858-0501,1029,1047.0,https://bglib.jne.go.kr/index.es?sid=a9,34.84445478,127.342748,2025-01-13,8490000,전라남도교육청
전라남도교육청화순도서관,전라남도,화순군,공공도서관,월+법정공휴일+대체공휴일+특별한 사유로 관장이 지정한 날,09:00,19:00,09:00,17:00,09:00,17:00,600,106174,33,10069,20.0,15,전라남도 화순군 화순읍도서관길15,전라남도교육청,061-372-0530,4241,1755.0,https://hslib.jne.go.kr/index.es?sid=b1,35.06224351,126.981824,2025-01-13,8490000,전라남도교육청
경상북도교육청예천도서관,경상북도,예천군,공공도서관,"월,공휴일(일요일을 제외+일요일과 관공서의 공휴일이 겹치는 경우 휴관)",09:00,18:00,09:00,18:00,00:00,00:00,4,4298,35,0,5.0,14,경상북도 예천군 예천읍 시장로 134,경상북도교육청예천도서관,054-654-9666,406,245.46,http://www.gbelib.kr/yc,36.657374,128.458428,2022-11-01,8951000,경상북도교육청 경상북도예천교육지원청
늘푸른열린작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,23,7379,0,0,7.0,14,"서울특별시 서대문구 수색로 100-55, 북가좌1동주민센터 2층",서대문구도시관리공단,02-330-8554,0,84.0,http://lib.sdm.or.kr,37.5743693,126.9101357,2022-10-31,3120000,서울특별시 서대문구
가슴따뜻한작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,18,5187,0,0,7.0,14,"서울특별시 서대문구 응암로1길 10, 북가좌2동주민센터 2층",서대문구도시관리공단,02-330-8652,0,16.0,http://lib.sdm.or.kr,37.581453,126.9111778,2022-10-31,3120000,서울특별시 서대문구
이팝꽃향기작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",10:00,16:00,00:00,00:00,00:00,00:00,6,2499,0,0,7.0,14,서울특별시 서대문구 불광천길 204,서대문구도시관리공단,02-302-9798,0,18.0,http://lib.sdm.or.kr,37.58373665,126.9109487,2022-10-31,3120000,서울특별시 서대문구
도봉구청사 행복작은도서관,서울특별시,도봉구,작은도서관,"매주토, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,21,30132,1,2,3.0,7,서울특별시 도봉구 도봉구 마들로 656,,02-2091-2278,14119,218.0,,37.6686287,127.0470496,2018-05-01,3090000,서울특별시 도봉구
서울특별시교육청도봉도서관(종합자료실),서울특별시,도봉구,공공도서관,"매월둘째, 넷째 수요일",09:00,18:00,09:00,17:00,09:00,17:00,78,161247,119,0,11.0,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),,02-6714-7400,2204,2743.0,http://dblib.sen.go.kr/,37.6525847,127.0129824,2018-05-01,3090000,서울특별시 도봉구
서울특별시교육청도봉도서관(어린이자료실),서울특별시,도봉구,공공도서관,"매월둘째, 넷째 수요일",09:00,18:00,09:00,17:00,09:00,17:00,61,56836,14,0,11.0,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),,02-6714-7400,2204,2743.0,http://dblib.sen.go.kr/,37.65257,127.0129,2018-05-01,3090000,서울특별시 도봉구
서울특별시교육청도봉도서관(디지털자료실),서울특별시,도봉구,공공도서관,"매월둘째, 넷째 수요일",09:00,22:00,09:00,18:00,09:00,18:00,56,0,0,11580,2.0,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),,02-6714-7400,2204,2743.0,http://dblib.sen.go.kr/,37.6527461,127.0129663,2018-05-01,3090000,서울특별시 도봉구
도봉문화정보도서관(종합자료실),서울특별시,도봉구,공공도서관,매주화요일,09:00,22:00,09:00,18:00,09:00,18:00,80,45000,83,0,3.0,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),,02-900-1835,4351,3216.0,http://www.unilib.dobong.kr/,37.6445808,127.0438827,2018-05-01,3090000,서울특별시 도봉구
도봉문화정보도서관(어린이열람실),서울특별시,도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,48,26000,12,0,3.0,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),,02-900-1835,4351,3216.0,http://www.unilib.dobong.kr/,37.6445808,127.0438827,2018-05-01,3090000,서울특별시 도봉구
용봉작은도서관,광주광역시,북구,작은도서관,월+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,10005,2,0,5.0,15,광주광역시 북구 설죽로415번길 16(용봉동 노인복지회관 2층),광주광역시 북구 도서관과,062-510-1349,,136.0,https://www.smalllibrary.org/library/detail/1048443,35.19643376,126.8989244,2024-06-17,3620000,광주광역시 북구
용봉주공작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,15,3243,0,0,3.0,7,광주광역시 북구 서하로 128(용봉동관리사무소),,062-575-0503,,39.56,https://www.smalllibrary.org/library/detail/1048444,35.1872075,126.8945935,2024-06-17,3620000,광주광역시 북구
운암1동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,3845,2,0,5.0,15,광주광역시 북구 서강로54번길 28(운암동),광주광역시 북구 운암1동주민센터,062-410-8677,,33.0,https://www.smalllibrary.org/library/detail/1048453,35.1748622,126.8657311,2024-06-17,3620000,광주광역시 북구
운암2동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,8,3867,2,0,5.0,15,광주광역시 북구 북문대로 23(운암2동 주민자치센터 1층),광주광역시 북구 운암2동주민센터,062-410-8685,,60.0,https://www.smalllibrary.org/library/detail/1086080,35.1741064,126.8825969,2024-06-17,3620000,광주광역시 북구
갈매도서관,경기도,구리시,공공도서관,금(둘째 주 + 넷째 주)+국가지정공휴일,09:00,22:00,09:00,17:00,00:00,00:00,289,49795,71,1123,5.0,15,경기도 구리시 갈매중앙로 80(갈매동),경기도 구리시청,031-550-8999,3212,4455.0,http://www.gurilib.go.kr,37.6314430764,127.117709,2024-10-30,3980000,경기도 구리시
매포도서관,충청북도,단양군,공공도서관,매주 월요일 및 공휴일(일요일 제외),09:00,18:00,09:00,18:00,09:00,18:00,62,47105,15,248,7.0,14,충청북도 단양군 매포읍 평동로 111-43,충청북도 단양군 문화예술과,043-422-1937,1311.6,1411.59,https://www.danyang.go.kr/mepolib,37.03248494,128.2973221,2024-10-11,4480000,충청북도 단양군
다누리도서관,충청북도,단양군,공공도서관,매주 월요일 및 공휴일(일요일 제외),09:00,22:00,09:00,22:00,09:00,22:00,180,105183,42,2040,7.0,14,충청북도 단양군 단양읍 수변로 111,충청북도 단양군 문화예술과,043-420-2966,1089.94,1508.15,https://www.danyang.go.kr/danurilib,36.98541224,128.3707534,2024-10-11,4480000,충청북도 단양군
경상북도교육청 봉화도서관,경상북도,봉화군,공공도서관,매월 마지막주 월요일,09:00,18:00,09:00,18:00,00:00,00:00,72,85379,420,4274,5.0,14,경상북도 봉화군 봉화읍 내성로 3길6,경상북도교육청 봉화도서관,054-673-0973,1022.64,349.8,http://www.gbelib.kr/bh/index.do,36.88836941,128.7401741,2022-10-31,8961000,경상북도교육청 경상북도봉화교육지원청
스타힐스작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,20,3000,0,0,5.0,14,"대구광역시 북구 내곡로 70(사수동, 대구금호스타힐스엔에이치에프6단지)",,053-311-3939,,84.47,,35.90121933,128.5124077,2024-07-31,3450000,대구광역시 북구
아름다운작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,15,2300,0,0,0.0,0,대구광역시 북구 중앙대로105길 27(칠성동2가),,053-353-4333,,39.6,,35.88050142,128.592717,2024-07-31,3450000,대구광역시 북구
연경숲 작은도서관,대구광역시,북구,작은도서관,화+목+금+토+일+법정공휴일,13:00,15:00,00:00,00:00,00:00,00:00,8,1000,0,0,3.0,7,"대구광역시 북구 연경중앙로 55(연경동,대구연경연경숲)",,053-290-9900,,71.92,,35.94891342,128.6154506,2024-07-31,3450000,대구광역시 북구
열린 작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,13:00,18:00,00:00,00:00,00:00,00:00,10,1500,0,0,0.0,0,대구광역시 북구 구리로38길 3-8(국우동),,,,62.85,,35.947854,128.575728,2024-07-31,3450000,대구광역시 북구
예미지숲속의아침작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,28,4300,0,5,0.0,0,"대구광역시 북구 연경중앙로11(연경동,연경금성백조예미지숲속의아침)",,053-985-3338,,90.0,,35.94341036,128.6152588,2024-07-31,3450000,대구광역시 북구
은광작은도서관,대구광역시,북구,작은도서관,일+법정공휴일,14:00,18:00,14:00,18:00,00:00,00:00,10,1600,0,0,0.0,0,대구광역시 북구 동화천로 205(연경동),,053-314-7379,,43.2,,35.9414069694,128.6134308831,2024-07-31,3450000,대구광역시 북구
이편한세상대구금호작은도서관,대구광역시,북구,작은도서관,연중무휴,09:00,23:00,09:00,23:00,09:00,23:00,39,1299,0,0,0.0,0,"대구광역시 북구 내곡로 49(사수동,이편한세상대구금호)",,053-313-9002,,141.37,,35.90104211,128.5088743,2024-07-31,3450000,대구광역시 북구
작은도서관 수인제,대구광역시,북구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,10,2500,2,0,0.0,0,대구광역시 북구 학남로17길 25(국우동),,,,40.0,,35.94483646,128.5723887,2024-07-31,3450000,대구광역시 북구
책마실도서관,대구광역시,북구,작은도서관,월+일+법정공휴일,09:00,17:00,09:00,16:00,00:00,00:00,30,7557,7,100,10.0,14,"대구광역시 북구 구리로 25-19, 2층(학정동)",,053-324-0615,,165.6,,35.94725664,128.5572529,2024-07-31,3450000,대구광역시 북구
청계참고운도서관,경기도,의왕시,작은도서관,매주금요일+매주토요일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,50,20714,8,933,10.0,14,"경기도 의왕시 안양판교로 232, 4층",의왕시청,031-345-3285,,245.0,http://www.uwlib.or.kr/small,37.38873127,126.9963688,2024-12-09,4030000,경기도 의왕시
청계숲고운도서관,경기도,의왕시,작은도서관,매주월요일+매주일요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,42,3093,8,0,10.0,14,"경기도 의왕시 덕장로 19, 3층",의왕시청,031-345-2637,,105.0,http://www.uwlib.or.kr/small,37.39134717,126.9950773,2024-12-09,4030000,경기도 의왕시
왕송호수작은도서관,경기도,의왕시,작은도서관,매주월요일+매주일요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,2950,8,0,10.0,14,"경기도 의왕시 왕송못동로 307, 1층",의왕시청,031-345-3650,,168.0,http://www.uwlib.or.kr/small,37.30710763,126.9531458,2024-12-09,4030000,경기도 의왕시
숲속옹달샘도서관,경기도,의왕시,작은도서관,매주월요일+매주일요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,42,6597,8,0,10.0,14,"경기도 의왕시 이미로 17, 209동 1층",의왕시청,070-7812-0004,,157.0,http://www.uwlib.or.kr/small,37.40107323,126.9883676,2024-12-09,4030000,경기도 의왕시
하남시미사도서관,경기도,하남시,공공도서관,매주화요일,09:00,22:00,09:00,18:00,00:00,23:59,813,147892,135,4832,5.0,14,경기도 하남시 아리수로 545,하남시립도서관,031-790-6884,4000,6449.0,https://www.hanamlib.go.kr/mslib/index.do,37.56761783,127.187303,2024-11-20,4040000,경기도 하남시
하남시나룰도서관,경기도,하남시,공공도서관,매주월요일,08:00,23:00,08:00,23:00,00:00,23:59,567,228620,93,11941,5.0,14,경기도 하남시 덕풍북로 180,하남시립도서관,031-790-6887,3486,3486.0,https://www.hanamlib.go.kr/nalib/index.do,37.553377,127.208438,2024-11-20,4040000,경기도 하남시
하남시위례도서관,경기도,하남시,공공도서관,매주목요일,09:00,22:00,09:00,18:00,00:00,23:59,392,57790,50,0,5.0,14,경기도 하남시 위례대로 230,하남시립도서관,031-790-6036,1500,2218.0,https://www.hanamlib.go.kr/wilib/index.do,37.4817177153,127.148159648,2024-11-20,4040000,경기도 하남시
하남시신장도서관,경기도,하남시,공공도서관,매주수요일,08:00,23:00,08:00,23:00,00:00,23:59,400,142590,61,9506,5.0,14,경기도 하남시 하남대로 740,하남시립도서관,031-790-6945,2201,2201.0,https://www.hanamlib.go.kr/silib/index.do,37.53787572,127.2143391,2024-11-20,4040000,경기도 하남시
하남시세미도서관,경기도,하남시,공공도서관,매주금요일,09:00,22:00,09:00,18:00,00:00,23:59,209,34262,30,1214,5.0,14,경기도 하남시 세미로1길 15,하남시립도서관,031-790-6804,660,1322.0,https://www.hanamlib.go.kr/selib/index.do,37.543444,127.194092,2024-11-20,4040000,경기도 하남시
하남시디지털도서관,경기도,하남시,공공도서관,매주금요일,08:00,23:00,08:00,23:00,00:00,23:59,400,0,0,1638,5.0,14,경기도 하남시 미사강변한강로 290-2,하남시립도서관,031-790-6811,593,1526.0,https://www.hanamlib.go.kr/dilib/index.do,37.563065,127.197009,2024-11-20,4040000,경기도 하남시
하남시덕풍도서관,경기도,하남시,공공도서관,매주일요일,08:00,23:00,08:00,23:00,00:00,23:59,170,28010,36,0,5.0,14,경기도 하남시 역말로 14,하남시립도서관,031-790-6959,436,719.0,https://www.hanamlib.go.kr/dulib/index.do,37.533514,127.200579,2024-11-20,4040000,경기도 하남시
하남시일가도서관,경기도,하남시,공공도서관,매주일요일,09:00,18:00,09:00,18:00,00:00,23:59,110,30899,26,438,5.0,14,경기도 하남시 미사강변남로 10,하남시립도서관,031-5182-1046,425,844.0,https://www.hanamlib.go.kr/iglib/index.do,37.55861863,127.1833236,2024-11-20,4040000,경기도 하남시
꿈벗도서관,인천광역시,중구,공공도서관,월+국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,86,29725,60,1034,5.0,14,인천광역시 중구 홍예문로 32,,032-764-6111,,,,37.47314771,126.6249926,2024-12-01,3490000,인천광역시 중구
정임도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,10:00,14:00,10:00,14:00,09:00,14:00,40,6042,0,0,2.0,14,서울특별시 은평구 통일로 951 서광교회 (갈현동),,02-387-0691,,,,37.62781878,126.9192927,2021-04-01,3110000,서울특별시 은평구
효경골 마을문고 (갈현2동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,6996,0,0,3.0,14,서울특별시 은평구 연서로27길 31-6 (갈현동),,02-351-5126,,,,37.61850046,126.9158787,2021-04-01,3110000,서울특별시 은평구
청소년도서관 작공,서울특별시,은평구,작은도서관,일요일 법정공휴일,10:30,19:30,10:30,19:30,00:00,00:00,30,1750,23,125,3.0,14,서울특별시 은평구 통일로 817 (대조동),,070-7657-1533,,,,37.61491999,126.916186,2021-04-01,3110000,서울특별시 은평구
무지개영어도서관,서울특별시,은평구,작은도서관,월요일 법정공휴일,00:00,00:00,00:00,00:00,09:00,18:00,16,2700,0,0,3.0,3,서울특별시 은평구 서오릉로21길 11 (구산동),,02-383-4880,,,,37.61494677,126.9075233,2021-04-01,3110000,서울특별시 은평구
대조꿈나무어린이도서관,서울특별시,은평구,작은도서관,일요일  법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,60,14605,4,0,5.0,14,서울특별시 은평구 연서로20길 24-6 (대조동),,02-382-3959,,,,37.61387527,126.9207138,2021-04-01,3110000,서울특별시 은평구
대조제일교회  꿈꾸는 작은도서관,서울특별시,은평구,작은도서관,"월요일,토요일 법정공휴일",13:00,17:00,13:00,17:00,13:00,17:00,44,8796,10,10,2.0,14,서울특별시 은평구 역말로10가길 22-12 (대조동),,02-386-6680,,,,37.61191616,126.9253585,2021-04-01,3110000,서울특별시 은평구
징검다리 도서관,서울특별시,은평구,작은도서관,"월,일요일",09:00,17:00,09:00,17:00,09:00,17:00,10,8181,11,0,2.0,7,서울특별시 은평구 서오릉로 132 (대조동),,02-359-6507,,,,37.61079028,126.918344,2021-04-01,3110000,서울특별시 은평구
은평문화의집 작은도서관 (응암1동 주민센터),,,작은도서관,"토,일요일 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,40,4216,0,0,3.0,5,백련산로 179 (응암동),,02-351-5232,,,,37.60075892,126.926904,2021-04-01,3110000,서울특별시 은평구
다문화행복나눔 작은도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,10,3840,1,0,0.0,0,"부산광역시 남구 유엔로 124, 402호(대연동)",,,,,,35.1300422,129.089696,2023-06-14,3310000,부산광역시 남구
리인 꿈터 도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,56,1000,0,0,0.0,0,"부산광역시 남구 문현로 36-1, 105동 1층 (문현동, 문현경동리인 1단지)",,,,,,35.14056313,129.089728,2023-06-14,3310000,부산광역시 남구
더블유아파트 작은도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,30,1000,0,0,0.0,0,"부산광역시 남구 분포로 145(용호동, 더블유아파트)",,,,,,35.1342294576,129.1112167659,2023-06-14,3310000,부산광역시 남구
그림책도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,27,1000,0,0,0.0,0,"부산광역시 남구 우암로84번길 29 (감만동, 동천어린이집)",,,,,,35.1175662155,129.0821034423,2023-06-14,3310000,부산광역시 남구
글로벌도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,32,1000,0,0,0.0,0,"부산광역시 남구 용호로 34, 글로벌어린이집 (용호동, 일신프리빌리지)",,,,,,35.1264844347,129.1077463592,2023-06-14,3310000,부산광역시 남구
양산동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,29,4455,2,0,5.0,15,광주광역시 북구 연양로 43(양산동 주민센터 2층),광주광역시 북구 양산동주민센터,062-410-8874,,101.0,https://www.smalllibrary.org/library/detail/1474458,35.20653175,126.8721761,2024-06-17,3620000,광주광역시 북구
양산작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,30,1812,0,0,3.0,7,광주광역시 북구 연양로 43(양산동),,062-574-8209,,33.0,https://www.smalllibrary.org/library/detail/1048490,35.20653257,126.8721785,2024-06-17,3620000,광주광역시 북구
에덴작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,18:00,10:00,16:00,00:00,00:00,50,9000,0,0,3.0,7,광주광역시 북구 양일로 62(연제동),,062-432-5354,,81.12,https://www.smalllibrary.org/library/detail/1048419,35.19741757,126.871692,2024-06-17,3620000,광주광역시 북구
연꽃못작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,09:00,18:00,09:00,13:00,00:00,00:00,12,3506,0,0,3.0,7,광주광역시 북구 중문로 55 (우산동 주공3차아파트관리사무소),,062-266-3853,,54.0,https://www.smalllibrary.org/library/detail/1048451,35.17800347,126.9187881,2024-06-17,3620000,광주광역시 북구
연제신안작은도서관,광주광역시,북구,작은도서관,월+국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,24,3000,0,0,3.0,7,광주광역시 북구 양산제로 70-7(연제동),,062-576-8291,,100.0,https://www.smalllibrary.org/library/detail/1082188,35.20079055,126.8701054,2024-06-17,3620000,광주광역시 북구
연제큰꿈작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,18:00,13:00,18:00,00:00,00:00,40,4900,0,0,3.0,7,광주광역시 북구 양산제로 112(연제동),,062-251-9119,,33.6,https://www.smalllibrary.org/library/detail/1048420,35.20308067,126.8707475,2024-06-17,3620000,광주광역시 북구
예그리나작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:30,17:30,00:00,00:00,00:00,00:00,8,2468,0,0,3.0,7,광주광역시 북구 효죽로 2-1(중흥동),,070-4113-8127,,37.29,https://www.smalllibrary.org/library/detail/1048478,35.169725,126.915272,2024-06-17,3620000,광주광역시 북구
오치1동작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,14:00,18:00,09:00,12:00,00:00,00:00,12,6527,2,0,5.0,15,광주광역시 북구 우치로274번길 48(오치1동 주민자치센터 2층),광주광역시 북구 오치1동주민센터,062-410-8825,,138.0,https://www.smalllibrary.org/library/detail/1048423,35.18910245,126.9081325,2024-06-17,3620000,광주광역시 북구
오치2동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,16,8379,2,0,5.0,15,광주광역시 북구 서하로183번길 29(오치2동 주민센터 1층),광주광역시 북구 오치2동주민센터,062-410-8834,,87.0,https://www.smalllibrary.org/library/detail/1048425,35.1900903,126.9004859,2024-06-17,3620000,광주광역시 북구
오치세우는작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,18:00,11:00,16:00,00:00,00:00,40,3624,0,0,3.0,7,광주광역시 북구 우치로228번길 47(오치동),,062-264-3927,,66.0,https://www.smalllibrary.org/library/detail/1048435,35.18662332,126.9077167,2024-06-17,3620000,광주광역시 북구
